Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sale_HK,Customer_HK,Product_HK,Shipment_ID
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,14.352,3,0.2,5.2026,fdfa472e59848c001933c2cf8da67df3002346effbb9ca9c483f234d2c873ab3,1d59157cda9c4ae8181a7b6380b77de1b116b401d483167ef503d0e91cf47243,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,bec85b132429b620ee56d4aa608e09d4b3915530ff39ec2620bb63fce0ed0213
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,63.992,1,0.2,-7.1991,fdfa472e59848c001933c2cf8da67df3002346effbb9ca9c483f234d2c873ab3,1d59157cda9c4ae8181a7b6380b77de1b116b401d483167ef503d0e91cf47243,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,bec85b132429b620ee56d4aa608e09d4b3915530ff39ec2620bb63fce0ed0213
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,86.352,3,0.2,5.397,4103347477821aa0198b7a51dd8b3f11d0fed422402207e07ffec6d8c2fa4415,25237921108aa60c111b61697b98de6b47865ec5207f6859760452ca28b3b803,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,3339668b7486333b99c79a7cfbe5330b7ca6649952e2ebeedc7923f39920d347
First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,32.97,3,0.0,12.8583,4f353841782e5122f4331cfb58c258de8789050e9c4597d0e72c117dba41dd24,7556bdfb091a06581462e5db1ee9a9cda4ae11a08fe71f670532cde0cd38217d,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,3d40d174a15e4f7b62284bfbba7689f22b278132e83e0d5bf2a6cabb0508e4c7
First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,83.88,4,0.0,30.1968,4f353841782e5122f4331cfb58c258de8789050e9c4597d0e72c117dba41dd24,7556bdfb091a06581462e5db1ee9a9cda4ae11a08fe71f670532cde0cd38217d,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,3d40d174a15e4f7b62284bfbba7689f22b278132e83e0d5bf2a6cabb0508e4c7
First Class,Consumer,United States,Cedar Rapids,Iowa,52402,Central,Technology,Phones,278.4,3,0.0,80.736,6c88302164e12f958a935f36c0c21618aa16e4ab8824efd8236762960ffc8603,fb700628d9e11ef93a8a36543edffe5ce57bad58eb677600a090f659f877939d,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,7e7376f1595fca4a91da5acdc9dc1b7d2b6ab80a186d6114000573b68e47dd16
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,15.12,3,0.2,4.914,122a269b37495fb571a1a73964a3db3b4d984c4b7605907b1c0b184bd264c5dd,92ba16a4e996a02e6a11c96cf6ff1910be19c710409061d3c021fdd4463aba32,e7b0c0dae328cd419c24f795525f08290cb6afe5be9aa90178ae0ac8bf31a8d3,c6e80814c8d9adac92ae06d662a0fcc21f3613d6af637ebceaeadcce0d7a886f
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,17.43,1,0.7,-13.363,122a269b37495fb571a1a73964a3db3b4d984c4b7605907b1c0b184bd264c5dd,92ba16a4e996a02e6a11c96cf6ff1910be19c710409061d3c021fdd4463aba32,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,c6e80814c8d9adac92ae06d662a0fcc21f3613d6af637ebceaeadcce0d7a886f
First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,251.64,3,0.2,88.074,122a269b37495fb571a1a73964a3db3b4d984c4b7605907b1c0b184bd264c5dd,92ba16a4e996a02e6a11c96cf6ff1910be19c710409061d3c021fdd4463aba32,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,c6e80814c8d9adac92ae06d662a0fcc21f3613d6af637ebceaeadcce0d7a886f
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,2.772,7,0.8,-4.851,39514e6b78bee0c4e90e47e48d2ff4476cf97856e288435df9399df04109c0e9,fddf8465f9a830b786886251866706190783fdc2c8f3e17cffd58b26ad2c31cc,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,0d94655fdb978b532c17bf44c6d4317b46e76d5a363598b42523033ddb44b3b6
Standard Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,14.9,5,0.0,1.043,c07623a9d1f7ada5e04b21c9ad9751d508e5e37839af4e06cb0987e2b7d104b5,f9615edece17526d4ea921e76849d759128f627a26fbaaa04ef30fa0733feaee,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,a02bd541be7cfb4a06c04e0bd31025956de9f53a7a6b30761a2e55ed79c6253f
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,15.48,3,0.0,4.4892,073a927a8dd0f707a6be8ecc497d966dfe86f2b57f527194d6a6e9cd31d8ab3d,c2211cda04ecddac9f4344ac70cda27cbd9a9ad627c0e33696ff7c36598617b8,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,6611f4fd3a9f6ec6c55605c5ec1271139d9690d1dc1ec915df7f11a6d1785336
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,39.88,2,0.0,11.1664,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,2b52910ea8e758b156dfff28ed5b89c40766b28c0a1ee00808274800541a76f3,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,fc886ea1b85363a93875432ec870e8af47cc4d7e54fc4be88c9b79a3d1e8b0bf
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,12.192,4,0.2,4.1148,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,2b52910ea8e758b156dfff28ed5b89c40766b28c0a1ee00808274800541a76f3,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,fc886ea1b85363a93875432ec870e8af47cc4d7e54fc4be88c9b79a3d1e8b0bf
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,20.82,3,0.0,7.4952,9bf2cb7944509946e50c96533b36505b4a58e46aaf1c673e66f224030d0764db,2b52910ea8e758b156dfff28ed5b89c40766b28c0a1ee00808274800541a76f3,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,fc886ea1b85363a93875432ec870e8af47cc4d7e54fc4be88c9b79a3d1e8b0bf
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.216,4,0.2,4.4604,139330241e13354f277f76c3195afe6111e4a0294fd9c1d29924e2b20ed660b8,fa092c4c984d149d1ea4a4e89c4f6c33d28a5951be6c1fc502e4b6b2a9cff985,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,a7cb5b841ba033ccc54c4d190de9915a2ae2ac8fbc72071e8baf2f3cd251087b
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0.0,15.552,139330241e13354f277f76c3195afe6111e4a0294fd9c1d29924e2b20ed660b8,fa092c4c984d149d1ea4a4e89c4f6c33d28a5951be6c1fc502e4b6b2a9cff985,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,a7cb5b841ba033ccc54c4d190de9915a2ae2ac8fbc72071e8baf2f3cd251087b
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Supplies,32.94,3,0.0,9.2232,dbca5972b868c4deef910dac69b9b6a1206d0d6038c149f28a40736a1b405f45,299ebac896787d331ca8da0b20daf94928387ad8b05f75377e8a51755014096d,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,cf79bd49ea9f3fa602145aac61a84b0490eb444143ff3a4e1f96e34222c6922d
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,114.2,5,0.0,52.532,dbca5972b868c4deef910dac69b9b6a1206d0d6038c149f28a40736a1b405f45,299ebac896787d331ca8da0b20daf94928387ad8b05f75377e8a51755014096d,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,cf79bd49ea9f3fa602145aac61a84b0490eb444143ff3a4e1f96e34222c6922d
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,0.0,1.4784,dbca5972b868c4deef910dac69b9b6a1206d0d6038c149f28a40736a1b405f45,299ebac896787d331ca8da0b20daf94928387ad8b05f75377e8a51755014096d,e7b0c0dae328cd419c24f795525f08290cb6afe5be9aa90178ae0ac8bf31a8d3,cf79bd49ea9f3fa602145aac61a84b0490eb444143ff3a4e1f96e34222c6922d
Standard Class,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Appliances,845.728,13,0.2,84.5728,f63c17abf50506980e364a20bb361154eb6fc9a37935cfaab0b7840abdf78bec,0a1524ed1252bb434d1e67d812154d94d85fe920a72148e330a4b5d3cdb8ee04,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,d5330dd6f3aee2ab43963b3f390ae9463a75769ed1f90b6ef2df0e9411b9f35d
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,13.904,2,0.2,4.5188,60b7bb4b7d47a886ba18d06ad5f850c7ee82bc07d33023b9e8fc057184554203,5e06b3fe77b450d13333eebba5be91d9725d2655a6ef1e308c359b0253c04ae2,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,3dd54b81f922d836dfe6278da54d76502a504e76bb7d9b25ac339e46e67f98c2
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,20.72,2,0.2,6.475,60b7bb4b7d47a886ba18d06ad5f850c7ee82bc07d33023b9e8fc057184554203,5e06b3fe77b450d13333eebba5be91d9725d2655a6ef1e308c359b0253c04ae2,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,3dd54b81f922d836dfe6278da54d76502a504e76bb7d9b25ac339e46e67f98c2
Second Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,114.95,5,0.0,2.299,54b18b01d2f5a0d6c91d1110a0a68ce2b2f0f374e4b13c4f34000f4ce0418da4,59c66824e83c5546aab7193f50ec25f41de9e392bb45f0be50218a2dbfbd749c,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,d86ce7a5f22c6bb36b6ae17713f7908c91e9d7adc12a81e49853b380066b34c9
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,0.0,7.0096,a239adf2ec4e91196cf97ac0354d36f5847fdcd11c1710dea639e9b8449b5349,f7580ad55e9fb470cd977ef66953be16b242255d4f202d90a611025ace398515,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,805d5727611431a28f5af491c2b5d1852eae36c9d5ccc90f7953cc4b61094cc6
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,572.76,6,0.0,166.1004,930541fa87a3e7730c48362a95905efe2f9720d0c96a8046065f0cd845255ab9,c235455992baef69c3ddfab46ee8c448152bca91e39c86e09efd6745576c7bda,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,cc511fdf8bf8afeb42639c9f48019318fbf7658805be5b0c2d466032abbaa343
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,286.38,3,0.0,83.0502,930541fa87a3e7730c48362a95905efe2f9720d0c96a8046065f0cd845255ab9,c235455992baef69c3ddfab46ee8c448152bca91e39c86e09efd6745576c7bda,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,cc511fdf8bf8afeb42639c9f48019318fbf7658805be5b0c2d466032abbaa343
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,61.96,2,0.0,4.3372,025113458fd12d5b67feb64fa95faab3ced5df40a6c93d98443823113b64ba01,81e7b9fe3e7505715e078c8eb6330c5104a540132ff0ac19068c8f70b6314eab,6efa5e33128f0b4ff83694d072b80f0bdbddef88637710f4f7ef9ad8c222b56d,c0fe63975f1d676a0609060dc573486f087cc14acef18dbb8328d2a18ef82425
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,23.99,1,0.0,5.5177,b6ece48837292382dd51543fa907273e9dc32de20fb69e9eb211c1aaa121bb37,18a6858bd8c8dfc83a182792c9e7aa5b810370ca6a431ad3d8cc49b8c4bdad3b,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,54349ad6afeee9887609b77e6253d659f4a7e5fc9b52bb0562aa1900c525d613
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,287.97,3,0.0,77.7519,b6ece48837292382dd51543fa907273e9dc32de20fb69e9eb211c1aaa121bb37,18a6858bd8c8dfc83a182792c9e7aa5b810370ca6a431ad3d8cc49b8c4bdad3b,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,54349ad6afeee9887609b77e6253d659f4a7e5fc9b52bb0562aa1900c525d613
Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,419.944,7,0.2,52.493,6a867a74b51b4ca16d4b41298bbf3ebe69a0a4003a839590ca91b83b8baff277,cecbd5c514c4b9d25a4e2f03fc89199185087493e53349e9d0da2f89fd00002d,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,7643dcdf61cb2b05b6ce9d13b0155ce94a6027be91e60dcf28d19bae1725b673
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,0.0,22.4448,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,5abeef6877044739cd39f6acf18c5339139f3109b550463872630146e2e890dd
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,17.712,3,0.2,6.4206,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,5abeef6877044739cd39f6acf18c5339139f3109b550463872630146e2e890dd
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,0.0,5.6628,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,5abeef6877044739cd39f6acf18c5339139f3109b550463872630146e2e890dd
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,0.0,9.7164,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,5abeef6877044739cd39f6acf18c5339139f3109b550463872630146e2e890dd
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,0.2,-8.0784,125a70a770cd772f135016066154d1ba59ecce717789de9cf488118a34361493,cf904a305ecc74ed0b539a769ba3cf12d98178fe49142393bc55426d3298e645,1c1e670dff06ad1fb03679f3d2f33caa60dcc23e56df1721f2c24a340bc4d775,5abeef6877044739cd39f6acf18c5339139f3109b550463872630146e2e890dd
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,3.69,1,0.0,1.7343,a55d12a87c417c745d7551707cd3059efc269831e86f548b403ab33508ca897b,2cdb6233ca338edd56f428a616e646eb8e86713939750386df693ca9204e746f,e7b0c0dae328cd419c24f795525f08290cb6afe5be9aa90178ae0ac8bf31a8d3,fa3d2c22984c6bd91d407125147bc2ac6854ddcb5f7a70cb51904a75a2bd4362
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,122.12,4,0.0,56.1752,a55d12a87c417c745d7551707cd3059efc269831e86f548b403ab33508ca897b,2cdb6233ca338edd56f428a616e646eb8e86713939750386df693ca9204e746f,e7b0c0dae328cd419c24f795525f08290cb6afe5be9aa90178ae0ac8bf31a8d3,fa3d2c22984c6bd91d407125147bc2ac6854ddcb5f7a70cb51904a75a2bd4362
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,0.3,-13.3176,5fe49744595cb2cbf61c1948debc1634a2a48a2555709be858bbd6d1a3956dd7,2f7286223dcc4b11e0ed724abec0971dbd9087ce98c6db479a682d68bb10e6e4,1c1e670dff06ad1fb03679f3d2f33caa60dcc23e56df1721f2c24a340bc4d775,453737b75ce96c0f3c9fbbcafe899520281448f3aa73b71b278c9380bee683d9
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,18.6624,c439807011166e8c82355cc78839349a26f4d362c9a13fbaa17be2954565ae8a,365300c4ab1c67483260725647fbc6f214684830d486db0aa64df66444d3cd5d,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,511c5e4859cf0a58b8a6fd3a0df331e56da3f7df271a4bef4ebf28a25643a3c0
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,0.0,62.5056,c439807011166e8c82355cc78839349a26f4d362c9a13fbaa17be2954565ae8a,365300c4ab1c67483260725647fbc6f214684830d486db0aa64df66444d3cd5d,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,511c5e4859cf0a58b8a6fd3a0df331e56da3f7df271a4bef4ebf28a25643a3c0
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,0.0,28.965,c439807011166e8c82355cc78839349a26f4d362c9a13fbaa17be2954565ae8a,365300c4ab1c67483260725647fbc6f214684830d486db0aa64df66444d3cd5d,6906e47c2f89fe681e6692a6bc13b57a3a0d7c705796e9f37e53edb621150473,511c5e4859cf0a58b8a6fd3a0df331e56da3f7df271a4bef4ebf28a25643a3c0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,14.2,1,0.2,3.3725,164d090f9db65ee9429dc1dffb906625185d2dc41fb0a91adc4f8d053132ba51,821cd863d6bbba9afb28d3bf79e6bab79730eca3369e64ec49aceb97faa41f04,42a6faf2bc6ba2f5d9a61dd0dbc753d7840fb08c9e3cf0c2300ab104adaee4eb,c79ed2050fde5f99af1048e48d45f4b0301ccd6b5fcf419772fd777d1ceaa990
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,575.92,2,0.2,71.99,c4b8b86b70a92b8ac9eab2ab1b6c551ea310b728b7c23c8e5d1eb562e0aa3e22,8eae951fad8105662b90efb8c215e5e8517b027024373dafe0f0d072e9bcb2c0,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,edc7ec5d57398e0e8777f5135ad5b49c6baf98d819d9a212667857daf0c032c7
Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,5.184,6,0.7,-3.6288,c4b8b86b70a92b8ac9eab2ab1b6c551ea310b728b7c23c8e5d1eb562e0aa3e22,8eae951fad8105662b90efb8c215e5e8517b027024373dafe0f0d072e9bcb2c0,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,edc7ec5d57398e0e8777f5135ad5b49c6baf98d819d9a212667857daf0c032c7
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,5.229,3,0.7,-4.1832,5cf71f5544fb4358ebc6a00a81d2ecc06f4914482e0cac4dfc395fd112770314,087eaf662190f69bbdcb35a356c5f426af2fc0f9f60fe87e709feccf69aede4a,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,98c9065ebacbcaa0c93a753dbf1d3d66d3b48c29ef7595806856ef7e0ff476c2
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,285.552,2,0.2,35.694,5cf71f5544fb4358ebc6a00a81d2ecc06f4914482e0cac4dfc395fd112770314,087eaf662190f69bbdcb35a356c5f426af2fc0f9f60fe87e709feccf69aede4a,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,98c9065ebacbcaa0c93a753dbf1d3d66d3b48c29ef7595806856ef7e0ff476c2
Standard Class,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,72.8,5,0.0,19.656,705a80aa830ddc69873868cf9900736bb4235143ba3cbce3d24e6bbc2ecdf657,edfa9fe2095aae92289b1dd001593fd32c855d5716acf5db221044e1118bdda4,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,ad3bc89a4befbbdf135c54d52211399c55054b71fe0b5aacdf35b998472dfc71
First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,10.816,4,0.2,3.5152,74411947c6dc2107d4a67c0d11826364a105eca2f373ba4304ff96e919dbfaaa,fcfcff75b80f48ab5f96320d0071e585f4c819e8daf9c0db610541090ad433f1,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,c0cb518e69793609d7b36b65c1d629d20406cb7b0e6ffecb6d47651666468231
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,46.26,3,0.0,12.4902,a55d12a87c417c745d7551707cd3059efc269831e86f548b403ab33508ca897b,2e6bb365f1d4fa75fe4a8b91be42e4997426cdd84aada791827b5b22b933726e,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,a173cac434b523cd799e8b76334a69571c8e30d77d5edbb6828925fab78ddf7b
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,17.46,6,0.8,-30.555,41d12e8fd7b9eaf750fd508e3deee4e89f1f9342b32bc040f462ffad50d6fc7c,b62f97316e1ed059f6608eb618f5accb0a5ff2f0d3bd7967a0ba132d70ae1833,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,764f88b5cd0f6a7a065da8a32e6281131527f779bf7a82e72c4694825271e7bf
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.072,6,0.2,5.1072,164d090f9db65ee9429dc1dffb906625185d2dc41fb0a91adc4f8d053132ba51,707d111d64a16381b87c6d95d4ecb18d413dfbe5bc5f541855154c9aabfbf3a4,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,9ad35e5a0d222543a22175c0090cd4512868640533b07d078169f58d059c94fc
First Class,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,11.34,1,0.0,5.5566,d592f6497754f456e20942896f4201a7517a4ac98a28cc0e0d77db27cc61f9c3,dc4655eb8c5f05c643d0b5b85befc9b57a5048c4b3a3cbd7b351dceaf94cd452,30c6b18cf7bd3ab84eb118c1ab437367d4710206a308e3b3e2186e7898b56d8a,e8dc57754bf7c5b3c6e5aa4c3028b82e09a2d8d26d2a2b2a36c8f318998382f8
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,0.0,26.376,1c753b91a53f176a7b49b373d5f98178776d21b9b251bf4b5158177f6f2caa5a,bbb886241203253fbb2628cb31d3215823d92c30a2fe64e9cc7a21c282b5906a,4472cba9f09ae8e0f6727f7c2c13dd19abde54ab2a4ae4a2d5d8b562d7bd7392,cbf027f292825e46e44a727c0f8d024c0a3dd59e237999bc46709dc31e3b23ad
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,0.0,16.302,a239adf2ec4e91196cf97ac0354d36f5847fdcd11c1710dea639e9b8449b5349,f7580ad55e9fb470cd977ef66953be16b242255d4f202d90a611025ace398515,c670faa247577d88c07ddcec68dee6e33b6dcd0aa1e33c59ba856679bc485ee9,699f1009e4810a5ff1fe92dd37977f488aa5740b434a39ffc299404af64cf10e
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,0.4,-0.6435,321f1b5fa1f17dc2ad9ccbd8743ffd3a2bd8fba2615adb9f6f0b633c03a8f03b,e313589e7d61c8ac0d325863ff5d05114e7ef76366f847ba715c39b5dc447624,cac0de0d8570bd732dde9e1ddb164c41177bd2f048bc29568da918ccaf63d026,5dd7b27b2d733dcb6a8392f94575e306efd286585e606d83e90492db2ec3f1d8
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,27.44,2,0.2,2.401,321f1b5fa1f17dc2ad9ccbd8743ffd3a2bd8fba2615adb9f6f0b633c03a8f03b,e313589e7d61c8ac0d325863ff5d05114e7ef76366f847ba715c39b5dc447624,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,5dd7b27b2d733dcb6a8392f94575e306efd286585e606d83e90492db2ec3f1d8
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.08,3,0.8,-1.728,b05a2fb8bc62634d1942206d68e7d0fe3bbf43d1d25724e758188670ba538d6f,0787d27b403da41a35791b60528cf4c4947a8eb40d833c66bb5e9d8c31b6b37a,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,cf9018e93aeb0b030d5b38b13e5f0e6623a6a24d52f498566517df1e9edc512c
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93,b05a2fb8bc62634d1942206d68e7d0fe3bbf43d1d25724e758188670ba538d6f,0787d27b403da41a35791b60528cf4c4947a8eb40d833c66bb5e9d8c31b6b37a,9dd41cc5495c54f1715a54124bb37460bdd77b1aa49f2738274c5c4338d1e156,cf9018e93aeb0b030d5b38b13e5f0e6623a6a24d52f498566517df1e9edc512c
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8,0.2,52.776,f32826b65959f003fbdb01f2ab2674ab4bf93389048afdab7e9ad20c5300d3c6,a797de6e440f1b4292ee91f82e0f9e2cdab2be5d3c1ca6ab67cf89f650a3f857,cc485d74b83d26a28d9941b5c18c83be9bff6a4389fad7c654148318fc633b5e,abfe47de76aac38fcf3359ad43a52c49fad72d40db38ed76747497cb6ad22f65
Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,552.56,4,0.0,0.0,b85c72a4f957f33ed862a53b48e82ffc6367832317ba5b94599c72874078f866,0becbdc1c25941e71f819843e7c4bbce940bfecc0a6ea59047178078c0a7ecd2,9fd7e5c50749b57a960c713ec78f948afda0a2eab56b53ab92f0c2b3f1a70677,b44f47d64242ca286b3c39abb33f49ac2458dd507baf32a6377c05c550c4c606
